family,map,config,instance,alg,expanded,cost,optimal,time_ms,status,mvc,exp_over_mvc
industrial-plants,plant01,nodiag,187,nbs,13512,111.000000,90.634800,14.257,ok,0.0,
industrial-plants,plant01,nodiag,187,gbfs,130,111.000000,90.634800,0.304,subopt,0.0,
industrial-plants,plant01,nodiag,188,astar,1219,169.000000,134.249000,1.199,ok,1114.0,1.0942549371633752
industrial-plants,plant01,nodiag,188,rastar,36229,169.000000,134.249000,35.744,ok,1114.0,32.521543985637344
industrial-plants,plant01,nodiag,188,mm,23841,169.000000,134.249000,31.515,ok,1114.0,21.40125673249551
industrial-plants,plant01,nodiag,188,bia,2405,169.000000,134.249000,2.712,ok,1114.0,2.158886894075404
industrial-plants,plant01,nodiag,188,bae,4401,169.000000,134.249000,4.647,ok,1114.0,3.9506283662477557
industrial-plants,plant01,nodiag,188,nbs,5918,169.000000,134.249000,6.060,ok,1114.0,5.312387791741473
industrial-plants,plant01,nodiag,188,gbfs,328,169.000000,134.249000,0.605,subopt,1114.0,0.29443447037701975
industrial-plants,plant01,nodiag,189,astar,2685,119.000000,107.776000,2.453,ok,2520.0,1.0654761904761905
industrial-plants,plant01,nodiag,189,rastar,5254,119.000000,107.776000,4.632,ok,2520.0,2.084920634920635
industrial-plants,plant01,nodiag,189,mm,6446,119.000000,107.776000,7.530,ok,2520.0,2.5579365079365077
industrial-plants,plant01,nodiag,189,bia,5329,119.000000,107.776000,5.132,ok,2520.0,2.1146825396825397
industrial-plants,plant01,nodiag,189,bae,5328,119.000000,107.776000,5.361,ok,2520.0,2.1142857142857143
industrial-plants,plant01,nodiag,189,nbs,7166,119.000000,107.776000,7.708,ok,2520.0,2.8436507936507938
industrial-plants,plant01,nodiag,189,gbfs,592,131.000000,107.776000,0.799,subopt,2520.0,0.23492063492063492
industrial-plants,plant01,nodiag,190,astar,174,173.000000,118.937000,0.333,ok,0.0,
industrial-plants,plant01,nodiag,190,rastar,174,173.000000,118.937000,0.335,ok,0.0,
industrial-plants,plant01,nodiag,190,mm,173,173.000000,118.937000,0.475,ok,0.0,
industrial-plants,plant01,nodiag,190,bia,173,173.000000,118.937000,0.349,ok,0.0,
industrial-plants,plant01,nodiag,190,bae,173,173.000000,118.937000,0.362,ok,0.0,
industrial-plants,plant01,nodiag,190,nbs,101530,173.000000,118.937000,116.383,ok,0.0,
industrial-plants,plant01,nodiag,190,gbfs,174,173.000000,118.937000,0.371,subopt,0.0,
industrial-plants,plant01,nodiag,191,astar,122,121.000000,91.829600,0.264,ok,0.0,
industrial-plants,plant01,nodiag,191,rastar,122,121.000000,91.829600,0.250,ok,0.0,
industrial-plants,plant01,nodiag,191,mm,121,121.000000,91.829600,0.364,ok,0.0,
industrial-plants,plant01,nodiag,191,bia,121,121.000000,91.829600,0.274,ok,0.0,
industrial-plants,plant01,nodiag,191,bae,121,121.000000,91.829600,0.283,ok,0.0,
industrial-plants,plant01,nodiag,191,nbs,32263,121.000000,91.829600,34.796,ok,0.0,
industrial-plants,plant01,nodiag,191,gbfs,122,121.000000,91.829600,0.277,subopt,0.0,
industrial-plants,plant01,nodiag,192,astar,123,122.000000,96.626000,0.230,ok,0.0,
industrial-plants,plant01,nodiag,192,rastar,123,122.000000,96.626000,0.238,ok,0.0,
industrial-plants,plant01,nodiag,192,mm,7312,122.000000,96.626000,9.090,ok,0.0,
industrial-plants,plant01,nodiag,192,bia,217,122.000000,96.626000,0.377,ok,0.0,
industrial-plants,plant01,nodiag,192,bae,217,122.000000,96.626000,0.402,ok,0.0,
industrial-plants,plant01,nodiag,192,nbs,17720,122.000000,96.626000,18.365,ok,0.0,
industrial-plants,plant01,nodiag,192,gbfs,218,122.000000,96.626000,0.442,subopt,0.0,
industrial-plants,plant01,nodiag,193,astar,242,135.000000,107.275000,0.413,ok,0.0,
industrial-plants,plant01,nodiag,193,rastar,136,135.000000,107.275000,0.303,ok,0.0,
industrial-plants,plant01,nodiag,193,mm,162,135.000000,107.275000,0.489,ok,0.0,
industrial-plants,plant01,nodiag,193,bia,162,135.000000,107.275000,0.367,ok,0.0,
industrial-plants,plant01,nodiag,193,bae,162,135.000000,107.275000,0.391,ok,0.0,
industrial-plants,plant01,nodiag,193,nbs,22128,135.000000,107.275000,24.971,ok,0.0,
industrial-plants,plant01,nodiag,193,gbfs,140,139.000000,107.275000,0.332,subopt,0.0,
industrial-plants,plant01,nodiag,194,astar,99,98.000000,81.366300,0.242,ok,0.0,
industrial-plants,plant01,nodiag,194,rastar,249,98.000000,81.366300,0.416,ok,0.0,
industrial-plants,plant01,nodiag,194,mm,2193,98.000000,81.366300,2.905,ok,0.0,
industrial-plants,plant01,nodiag,194,bia,181,98.000000,81.366300,0.379,ok,0.0,
industrial-plants,plant01,nodiag,194,bae,181,98.000000,81.366300,0.387,ok,0.0,
industrial-plants,plant01,nodiag,194,nbs,7462,98.000000,81.366300,7.938,ok,0.0,
industrial-plants,plant01,nodiag,194,gbfs,182,98.000000,81.366300,0.381,subopt,0.0,
industrial-plants,plant01,nodiag,195,astar,1062,124.000000,100.576000,0.974,ok,856.0,1.2406542056074767
industrial-plants,plant01,nodiag,195,rastar,14766,124.000000,100.576000,13.528,ok,856.0,17.25
industrial-plants,plant01,nodiag,195,mm,11589,124.000000,100.576000,14.222,ok,856.0,13.538551401869158
industrial-plants,plant01,nodiag,195,bia,2119,124.000000,100.576000,2.175,ok,856.0,2.475467289719626
industrial-plants,plant01,nodiag,195,bae,18727,124.000000,100.576000,20.951,ok,856.0,21.877336448598133
industrial-plants,plant01,nodiag,195,nbs,18442,124.000000,100.576000,18.736,ok,856.0,21.544392523364486
industrial-plants,plant01,nodiag,195,gbfs,300,124.000000,100.576000,0.521,subopt,856.0,0.35046728971962615
industrial-plants,plant01,nodiag,196,astar,3806,100.000000,89.353900,2.856,ok,3760.0,1.0122340425531915
industrial-plants,plant01,nodiag,196,rastar,12486,100.000000,89.353900,9.985,ok,3760.0,3.320744680851064
industrial-plants,plant01,nodiag,196,mm,13631,100.000000,89.353900,14.290,ok,3760.0,3.6252659574468087
industrial-plants,plant01,nodiag,196,bia,7591,100.000000,89.353900,6.851,ok,3760.0,2.018882978723404
industrial-plants,plant01,nodiag,196,bae,14256,100.000000,89.353900,14.009,ok,3760.0,3.7914893617021277
industrial-plants,plant01,nodiag,196,nbs,8926,100.000000,89.353900,8.686,ok,3760.0,2.373936170212766
industrial-plants,plant01,nodiag,196,gbfs,480,100.000000,89.353900,0.638,subopt,3760.0,0.1276595744680851
industrial-plants,plant01,nodiag,197,astar,185,184.000000,125.644000,0.336,ok,0.0,
industrial-plants,plant01,nodiag,197,rastar,185,184.000000,125.644000,0.328,ok,0.0,
industrial-plants,plant01,nodiag,197,mm,63475,184.000000,125.644000,81.883,ok,0.0,
industrial-plants,plant01,nodiag,197,bia,184,184.000000,125.644000,0.363,ok,0.0,
industrial-plants,plant01,nodiag,197,bae,184,184.000000,125.644000,0.380,ok,0.0,
industrial-plants,plant01,nodiag,197,nbs,149510,184.000000,125.644000,175.956,ok,0.0,
industrial-plants,plant01,nodiag,197,gbfs,184,184.000000,125.644000,0.377,subopt,0.0,
industrial-plants,plant01,nodiag,198,astar,15199,170.000000,118.199000,13.546,ok,0.0,
industrial-plants,plant01,nodiag,198,rastar,171,170.000000,118.199000,0.319,ok,0.0,
industrial-plants,plant01,nodiag,198,mm,52049,170.000000,118.199000,66.227,ok,0.0,
industrial-plants,plant01,nodiag,198,bia,200,170.000000,118.199000,0.386,ok,0.0,
industrial-plants,plant01,nodiag,198,bae,200,170.000000,118.199000,0.405,ok,0.0,
industrial-plants,plant01,nodiag,198,nbs,97101,170.000000,118.199000,111.219,ok,0.0,
industrial-plants,plant01,nodiag,198,gbfs,200,170.000000,118.199000,0.409,subopt,0.0,
industrial-plants,plant01,nodiag,199,astar,167,166.000000,118.134000,0.306,ok,0.0,
industrial-plants,plant01,nodiag,199,rastar,167,166.000000,118.134000,0.295,ok,0.0,
industrial-plants,plant01,nodiag,199,mm,52342,166.000000,118.134000,64.914,ok,0.0,
industrial-plants,plant01,nodiag,199,bia,166,166.000000,118.134000,0.325,ok,0.0,
industrial-plants,plant01,nodiag,199,bae,166,166.000000,118.134000,0.327,ok,0.0,
industrial-plants,plant01,nodiag,199,nbs,109832,166.000000,118.134000,123.185,ok,0.0,
industrial-plants,plant01,nodiag,199,gbfs,166,166.000000,118.134000,0.341,subopt,0.0,
industrial-plants,plant02,diag,0,astar,3,2.414214,2.414210,0.067,ok,0.0,
industrial-plants,plant02,diag,0,rastar,3,2.414214,2.414210,0.077,ok,0.0,
industrial-plants,plant02,diag,0,mm,2,2.414214,2.414210,0.071,ok,0.0,
industrial-plants,plant02,diag,0,bia,2,2.414214,2.414210,0.050,ok,0.0,
industrial-plants,plant02,diag,0,bae,2,2.414214,2.414210,0.057,ok,0.0,
industrial-plants,plant02,diag,0,nbs,2,2.414214,2.414210,0.029,ok,0.0,
industrial-plants,plant02,diag,0,gbfs,2,3.146264,2.414210,0.062,subopt,0.0,
industrial-plants,plant02,diag,1,astar,3,2.828427,2.828430,0.058,ok,0.0,
industrial-plants,plant02,diag,1,rastar,3,2.828427,2.828430,0.063,ok,0.0,
industrial-plants,plant02,diag,1,mm,2,2.828427,2.828430,0.061,ok,0.0,
industrial-plants,plant02,diag,1,bia,2,2.828427,2.828430,0.076,ok,0.0,
industrial-plants,plant02,diag,1,bae,2,2.828427,2.828430,0.053,ok,0.0,
industrial-plants,plant02,diag,1,nbs,2,2.828427,2.828430,0.033,ok,0.0,
industrial-plants,plant02,diag,1,gbfs,2,2.828427,2.828430,0.072,subopt,0.0,
industrial-plants,plant02,diag,2,astar,3,2.000000,2.000000,0.059,ok,0.0,
industrial-plants,plant02,diag,2,rastar,3,2.000000,2.000000,0.056,ok,0.0,
industrial-plants,plant02,diag,2,mm,2,2.000000,2.000000,0.064,ok,0.0,
industrial-plants,plant02,diag,2,bia,2,2.000000,2.000000,0.052,ok,0.0,
industrial-plants,plant02,diag,2,bae,2,2.000000,2.000000,0.056,ok,0.0,
industrial-plants,plant02,diag,2,nbs,2,2.000000,2.000000,0.032,ok,0.0,
industrial-plants,plant02,diag,2,gbfs,2,3.464102,2.000000,0.059,subopt,0.0,
industrial-plants,plant02,diag,3,astar,3,2.414214,2.414210,0.059,ok,0.0,
industrial-plants,plant02,diag,3,rastar,3,2.414214,2.414210,0.060,ok,0.0,
industrial-plants,plant02,diag,3,mm,2,2.414214,2.414210,0.064,ok,0.0,
industrial-plants,plant02,diag,3,bia,2,2.414214,2.414210,0.054,ok,0.0,
industrial-plants,plant02,diag,3,bae,2,2.414214,2.414210,0.057,ok,0.0,
industrial-plants,plant02,diag,3,nbs,2,2.414214,2.414210,0.031,ok,0.0,
industrial-plants,plant02,diag,3,gbfs,2,2.414214,2.414210,0.060,subopt,0.0,
industrial-plants,plant02,diag,4,astar,3,2.000000,2.000000,0.068,ok,0.0,
industrial-plants,plant02,diag,4,rastar,3,2.000000,2.000000,0.067,ok,0.0,
industrial-plants,plant02,diag,4,mm,2,2.000000,2.000000,0.064,ok,0.0,
industrial-plants,plant02,diag,4,bia,2,2.000000,2.000000,0.057,ok,0.0,
industrial-plants,plant02,diag,4,bae,2,2.000000,2.000000,0.057,ok,0.0,
industrial-plants,plant02,diag,4,nbs,2,2.000000,2.000000,0.033,ok,0.0,
industrial-plants,plant02,diag,4,gbfs,2,3.464102,2.000000,0.062,subopt,0.0,
industrial-plants,plant02,diag,5,astar,3,2.000000,2.000000,0.057,ok,0.0,
industrial-plants,plant02,diag,5,rastar,3,2.000000,2.000000,0.060,ok,0.0,
industrial-plants,plant02,diag,5,mm,2,2.000000,2.000000,0.064,ok,0.0,
industrial-plants,plant02,diag,5,bia,2,2.000000,2.000000,0.053,ok,0.0,
industrial-plants,plant02,diag,5,bae,2,2.000000,2.000000,0.056,ok,0.0,
industrial-plants,plant02,diag,5,nbs,2,2.000000,2.000000,0.032,ok,0.0,
industrial-plants,plant02,diag,5,gbfs,2,2.828427,2.000000,0.060,subopt,0.0,
industrial-plants,plant02,diag,6,astar,3,2.414214,2.414210,0.059,ok,0.0,
industrial-plants,plant02,diag,6,rastar,3,2.414214,2.414210,0.059,ok,0.0,
industrial-plants,plant02,diag,6,mm,2,2.414214,2.414210,0.065,ok,0.0,
industrial-plants,plant02,diag,6,bia,2,2.414214,2.414210,0.054,ok,0.0,
industrial-plants,plant02,diag,6,bae,2,2.414214,2.414210,0.058,ok,0.0,
industrial-plants,plant02,diag,6,nbs,2,2.414214,2.414210,0.032,ok,0.0,
industrial-plants,plant02,diag,6,gbfs,2,3.146264,2.414210,0.062,subopt,0.0,
industrial-plants,plant02,diag,7,astar,3,2.828427,2.828430,0.059,ok,0.0,
industrial-plants,plant02,diag,7,rastar,3,2.828427,2.828430,0.067,ok,0.0,
industrial-plants,plant02,diag,7,mm,2,2.828427,2.828430,0.068,ok,0.0,
industrial-plants,plant02,diag,7,bia,2,2.828427,2.828430,0.082,ok,0.0,
industrial-plants,plant02,diag,7,bae,2,2.828427,2.828430,0.061,ok,0.0,
industrial-plants,plant02,diag,7,nbs,2,2.828427,2.828430,0.036,ok,0.0,
industrial-plants,plant02,diag,7,gbfs,2,3.464102,2.828430,0.090,subopt,0.0,
industrial-plants,plant02,diag,8,astar,3,2.000000,2.000000,0.058,ok,0.0,
industrial-plants,plant02,diag,8,rastar,3,2.000000,2.000000,0.058,ok,0.0,
industrial-plants,plant02,diag,8,mm,2,2.000000,2.000000,0.079,ok,0.0,
industrial-plants,plant02,diag,8,bia,2,2.000000,2.000000,0.055,ok,0.0,
industrial-plants,plant02,diag,8,bae,2,2.000000,2.000000,0.060,ok,0.0,
industrial-plants,plant02,diag,8,nbs,2,2.000000,2.000000,0.042,ok,0.0,
industrial-plants,plant02,diag,8,gbfs,2,2.828427,2.000000,0.061,subopt,0.0,
industrial-plants,plant02,diag,9,astar,3,2.000000,2.000000,0.071,ok,0.0,
industrial-plants,plant02,diag,9,rastar,3,2.000000,2.000000,0.086,ok,0.0,
industrial-plants,plant02,diag,9,mm,2,2.000000,2.000000,0.066,ok,0.0,
industrial-plants,plant02,diag,9,bia,2,2.000000,2.000000,0.058,ok,0.0,
industrial-plants,plant02,diag,9,bae,2,2.000000,2.000000,0.061,ok,0.0,
industrial-plants,plant02,diag,9,nbs,2,2.000000,2.000000,0.035,ok,0.0,
industrial-plants,plant02,diag,9,gbfs,2,3.464102,2.000000,0.066,subopt,0.0,
industrial-plants,plant02,diag,10,astar,819,71.254834,71.254800,1.421,ok,800.0,1.02375
industrial-plants,plant02,diag,10,rastar,1205,71.254834,71.254800,2.152,ok,800.0,1.50625
industrial-plants,plant02,diag,10,mm,1448,71.254834,71.254800,16.556,ok,800.0,1.81
industrial-plants,plant02,diag,10,bia,1609,71.254834,71.254800,3.055,ok,800.0,2.01125
industrial-plants,plant02,diag,10,bae,2021,71.254834,71.254800,4.118,ok,800.0,2.52625
industrial-plants,plant02,diag,10,nbs,1572,71.254834,71.254800,2.732,ok,800.0,1.965
industrial-plants,plant02,diag,10,gbfs,110,73.547363,71.254800,0.560,subopt,800.0,0.1375
industrial-plants,plant02,diag,11,astar,819,189.928010,189.928000,1.999,ok,668.0,1.2260479041916168
industrial-plants,plant02,diag,11,rastar,202561,189.928010,189.928000,647.483,ok,668.0,303.2350299401198
industrial-plants,plant02,diag,11,mm,112961,189.928010,189.928000,1363.763,ok,668.0,169.10329341317365
industrial-plants,plant02,diag,11,bia,1633,189.928010,189.928000,4.617,ok,668.0,2.444610778443114
industrial-plants,plant02,diag,11,bae,45969,189.928010,189.928000,223.680,ok,668.0,68.81586826347305
industrial-plants,plant02,diag,11,nbs,21566,189.928010,189.928000,53.822,ok,668.0,32.28443113772455
industrial-plants,plant02,diag,11,gbfs,326,192.316915,189.928000,1.541,subopt,668.0,0.4880239520958084
industrial-plants,plant02,diag,12,astar,819,257.497714,257.498000,2.162,ok,630.0,1.3
industrial-plants,plant02,diag,12,rastar,627143,257.497714,257.498000,2011.027,ok,630.0,995.4650793650794
industrial-plants,plant02,diag,12,mm,338766,257.497714,257.498000,4239.874,ok,630.0,537.7238095238096
industrial-plants,plant02,diag,12,bia,1633,257.497714,257.498000,5.215,ok,630.0,2.592063492063492
industrial-plants,plant02,diag,12,bae,123219,257.497714,257.498000,486.618,ok,630.0,195.5857142857143
industrial-plants,plant02,diag,12,nbs,348664,257.497714,257.498000,1818.072,ok,630.0,553.4349206349207
industrial-plants,plant02,diag,12,gbfs,422,270.255125,257.498000,2.481,subopt,630.0,0.6698412698412698
industrial-plants,plant02,diag,13,astar,819,75.740115,75.740100,1.439,ok,795.0,1.030188679245283
industrial-plants,plant02,diag,13,rastar,1731,75.740115,75.740100,3.092,ok,795.0,2.177358490566038
industrial-plants,plant02,diag,13,mm,1959,75.740115,75.740100,27.783,ok,795.0,2.4641509433962265
industrial-plants,plant02,diag,13,bia,1605,75.740115,75.740100,3.085,ok,795.0,2.018867924528302
industrial-plants,plant02,diag,13,bae,2404,75.740115,75.740100,5.182,ok,795.0,3.0238993710691826
industrial-plants,plant02,diag,13,nbs,1592,75.740115,75.740100,2.852,ok,795.0,2.0025157232704403
industrial-plants,plant02,diag,13,gbfs,114,77.396970,75.740100,0.480,subopt,795.0,0.14339622641509434
industrial-plants,plant02,diag,14,astar,819,130.255995,130.256000,1.941,ok,738.0,1.1097560975609757
industrial-plants,plant02,diag,14,rastar,82036,130.255995,130.256000,307.862,ok,738.0,111.15989159891599
industrial-plants,plant02,diag,14,mm,50993,130.255995,130.256000,545.748,ok,738.0,69.09620596205961
industrial-plants,plant02,diag,14,bia,1633,130.255995,130.256000,4.362,ok,738.0,2.2127371273712737
industrial-plants,plant02,diag,14,bae,39141,130.255995,130.256000,163.992,ok,738.0,53.03658536585366
industrial-plants,plant02,diag,14,nbs,16574,130.255995,130.256000,36.653,ok,738.0,22.4579945799458
industrial-plants,plant02,diag,14,gbfs,182,131.912849,130.256000,1.112,subopt,738.0,0.24661246612466126
industrial-plants,plant02,diag,15,astar,819,275.976820,275.977000,2.041,ok,624.0,1.3125
industrial-plants,plant02,diag,15,rastar,839659,275.976820,275.977000,3282.934,ok,624.0,1345.6073717948718
industrial-plants,plant02,diag,15,mm,471842,275.976820,275.977000,5873.282,ok,624.0,756.1570512820513
industrial-plants,plant02,diag,15,bia,1633,275.976820,275.977000,5.071,ok,624.0,2.6169871794871793
industrial-plants,plant02,diag,15,bae,149703,275.976820,275.977000,937.881,ok,624.0,239.90865384615384
industrial-plants,plant02,diag,15,nbs,168106,275.976820,275.977000,600.034,ok,624.0,269.40064102564105
industrial-plants,plant02,diag,15,gbfs,444,291.280329,275.977000,2.379,subopt,624.0,0.7115384615384616
industrial-plants,plant02,diag,16,astar,819,240.082287,240.082000,2.057,ok,630.0,1.3
industrial-plants,plant02,diag,16,rastar,484542,240.082287,240.082000,1492.579,ok,630.0,769.1142857142858
industrial-plants,plant02,diag,16,mm,265347,240.082287,240.082000,2970.963,ok,630.0,421.1857142857143
industrial-plants,plant02,diag,16,bia,1633,240.082287,240.082000,4.843,ok,630.0,2.592063492063492
industrial-plants,plant02,diag,16,bae,122521,240.082287,240.082000,477.325,ok,630.0,194.4777777777778
industrial-plants,plant02,diag,16,nbs,260686,240.082287,240.082000,1087.318,ok,630.0,413.7873015873016
industrial-plants,plant02,diag,16,gbfs,472,267.195231,240.082000,2.221,subopt,630.0,0.7492063492063492
industrial-plants,plant02,diag,17,astar,820,280.417607,280.418000,2.171,ok,623.0,1.3162118780096308
industrial-plants,plant02,diag,17,rastar,831568,280.417607,280.418000,2839.833,ok,623.0,1334.780096308186
industrial-plants,plant02,diag,17,mm,444449,280.417607,280.418000,5158.122,ok,623.0,713.4012841091493
industrial-plants,plant02,diag,17,bia,1619,280.417607,280.418000,5.292,ok,623.0,2.5987158908507224
industrial-plants,plant02,diag,17,bae,96905,280.417607,280.418000,376.421,ok,623.0,155.545746388443
industrial-plants,plant02,diag,17,nbs,385536,280.417607,280.418000,1956.077,ok,623.0,618.8378812199037
industrial-plants,plant02,diag,17,gbfs,440,291.710917,280.418000,2.606,subopt,623.0,0.7062600321027287
industrial-plants,plant02,diag,18,astar,820,45.485281,45.485300,1.640,ok,818.0,1.0024449877750612
industrial-plants,plant02,diag,18,rastar,3139,45.485281,45.485300,5.858,ok,818.0,3.837408312958435
industrial-plants,plant02,diag,18,mm,3066,45.485281,45.485300,93.407,ok,818.0,3.748166259168704
industrial-plants,plant02,diag,18,bia,1165,45.485281,45.485300,2.493,ok,818.0,1.424205378973105
industrial-plants,plant02,diag,18,bae,2338,45.485281,45.485300,5.394,ok,818.0,2.858190709046455
industrial-plants,plant02,diag,18,nbs,1552,45.485281,45.485300,3.180,ok,818.0,1.8973105134474328
industrial-plants,plant02,diag,18,gbfs,84,46.313708,45.485300,0.378,subopt,818.0,0.10268948655256724
industrial-plants,plant02,diag,19,astar,820,197.247737,197.248000,2.040,ok,675.0,1.2148148148148148
industrial-plants,plant02,diag,19,rastar,189081,197.247737,197.248000,553.841,ok,675.0,280.12
industrial-plants,plant02,diag,19,mm,99590,197.247737,197.248000,1092.200,ok,675.0,147.54074074074074
industrial-plants,plant02,diag,19,bia,1635,197.247737,197.248000,4.761,ok,675.0,2.422222222222222
industrial-plants,plant02,diag,19,bae,29217,197.247737,197.248000,117.443,ok,675.0,43.284444444444446
industrial-plants,plant02,diag,19,nbs,106476,197.247737,197.248000,284.661,ok,675.0,157.7422222222222
industrial-plants,plant02,diag,19,gbfs,304,200.175941,197.248000,1.632,subopt,675.0,0.45037037037037037
industrial-plants,plant02,diag,20,astar,1635,87.769553,87.769600,3.132,ok,1573.0,1.0394151303242212
industrial-plants,plant02,diag,20,rastar,41711,87.769553,87.769600,120.558,ok,1573.0,26.516846789574064
industrial-plants,plant02,diag,20,mm,32122,87.769553,87.769600,287.678,ok,1573.0,20.42085187539733
industrial-plants,plant02,diag,20,bia,3233,87.769553,87.769600,7.120,ok,1573.0,2.0553083280356006
industrial-plants,plant02,diag,20,bae,23283,87.769553,87.769600,91.339,ok,1573.0,14.801652892561984
industrial-plants,plant02,diag,20,nbs,5460,87.769553,87.769600,11.598,ok,1573.0,3.4710743801652892
industrial-plants,plant02,diag,20,gbfs,148,89.426407,87.769600,0.801,subopt,1573.0,0.09408773045136681
industrial-plants,plant02,diag,21,astar,1635,197.295684,197.296000,3.369,ok,1484.0,1.1017520215633423
industrial-plants,plant02,diag,21,rastar,441506,197.295684,197.296000,1632.499,ok,1484.0,297.510781671159
industrial-plants,plant02,diag,21,mm,261559,197.295684,197.296000,3031.528,ok,1484.0,176.25269541778977
industrial-plants,plant02,diag,21,bia,3265,197.295684,197.296000,8.487,ok,1484.0,2.200134770889488
industrial-plants,plant02,diag,21,bae,61911,197.295684,197.296000,304.675,ok,1484.0,41.71900269541779
industrial-plants,plant02,diag,21,nbs,106880,197.295684,197.296000,322.074,ok,1484.0,72.02156334231806
industrial-plants,plant02,diag,21,gbfs,326,202.055037,197.296000,1.636,subopt,1484.0,0.2196765498652291
industrial-plants,plant02,diag,22,astar,1636,54.012193,54.012200,3.171,ok,1610.0,1.0161490683229815
industrial-plants,plant02,diag,22,rastar,3203,54.012193,54.012200,6.056,ok,1610.0,1.9894409937888198
industrial-plants,plant02,diag,22,mm,4549,54.012193,54.012200,19.118,ok,1610.0,2.825465838509317
industrial-plants,plant02,diag,22,bia,3247,54.012193,54.012200,7.295,ok,1610.0,2.0167701863354037
industrial-plants,plant02,diag,22,bae,4657,54.012193,54.012200,11.025,ok,1610.0,2.892546583850932
industrial-plants,plant02,diag,22,nbs,3522,54.012193,54.012200,7.115,ok,1610.0,2.1875776397515527
industrial-plants,plant02,diag,22,gbfs,78,56.304722,54.012200,0.403,subopt,1610.0,0.0484472049689441
industrial-plants,plant02,diag,23,astar,1637,87.199359,87.199400,3.330,ok,1634.0,1.0018359853121175
industrial-plants,plant02,diag,23,rastar,7308,87.199359,87.199400,15.262,ok,1634.0,4.472460220318237
industrial-plants,plant02,diag,23,mm,7948,87.199359,87.199400,5334.569,ok,1634.0,4.8641370869033045
industrial-plants,plant02,diag,23,bia,3203,87.199359,87.199400,6.860,ok,1634.0,1.960220318237454
industrial-plants,plant02,diag,23,bae,5084,87.199359,87.199400,12.179,ok,1634.0,3.1113831089351285
industrial-plants,plant02,diag,23,nbs,2994,87.199359,87.199400,6.357,ok,1634.0,1.832313341493268
industrial-plants,plant02,diag,23,gbfs,340,118.091519,87.199400,1.003,subopt,1634.0,0.20807833537331702
industrial-plants,plant02,diag,24,astar,1637,191.277763,191.278000,3.714,ok,1532.0,1.068537859007833
industrial-plants,plant02,diag,24,rastar,24407,191.277763,191.278000,70.519,ok,1532.0,15.931462140992167
industrial-plants,plant02,diag,24,mm,17087,191.277763,191.278000,147.861,ok,1532.0,11.153394255874673
industrial-plants,plant02,diag,24,bia,3093,191.277763,191.278000,8.565,ok,1532.0,2.018929503916449
industrial-plants,plant02,diag,24,bae,13823,191.277763,191.278000,45.294,ok,1532.0,9.02284595300261
industrial-plants,plant02,diag,24,nbs,10238,191.277763,191.278000,21.189,ok,1532.0,6.6827676240208875
industrial-plants,plant02,diag,24,gbfs,254,198.057031,191.278000,1.522,subopt,1532.0,0.16579634464751958
industrial-plants,plant02,diag,25,astar,1637,248.339985,248.340000,3.716,ok,1441.0,1.1360166551006246
industrial-plants,plant02,diag,25,rastar,722578,248.339985,248.340000,2438.660,ok,1441.0,501.442054129077
industrial-plants,plant02,diag,25,mm,397753,248.339985,248.340000,4432.816,ok,1441.0,276.02567661346285
industrial-plants,plant02,diag,25,bia,3269,248.339985,248.340000,8.862,ok,1441.0,2.2685634975711313
industrial-plants,plant02,diag,25,bae,166357,248.339985,248.340000,482.788,ok,1441.0,115.44552394170715
industrial-plants,plant02,diag,25,nbs,276206,248.339985,248.340000,670.045,ok,1441.0,191.676613462873
industrial-plants,plant02,diag,25,gbfs,432,257.097396,248.340000,2.172,subopt,1441.0,0.2997918112421929
industrial-plants,plant02,diag,26,astar,1637,283.984312,283.984000,3.784,ok,1407.0,1.1634683724235964
industrial-plants,plant02,diag,26,rastar,111624,283.984312,283.984000,254.174,ok,1407.0,79.33475479744136
industrial-plants,plant02,diag,26,mm,70257,283.984312,283.984000,775.722,ok,1407.0,49.933901918976545
industrial-plants,plant02,diag,26,bia,3269,283.984312,283.984000,9.113,ok,1407.0,2.3233830845771144
industrial-plants,plant02,diag,26,bae,27349,283.984312,283.984000,95.520,ok,1407.0,19.437810945273633
industrial-plants,plant02,diag,26,nbs,9538,283.984312,283.984000,19.966,ok,1407.0,6.778962331201138
industrial-plants,plant02,diag,26,gbfs,468,300.721221,283.984000,2.611,subopt,1407.0,0.3326226012793177
industrial-plants,plant02,diag,27,astar,1637,277.585156,277.585000,3.600,ok,1406.0,1.1642958748221905
industrial-plants,plant02,diag,27,rastar,160927,277.585156,277.585000,432.259,ok,1406.0,114.45732574679943
industrial-plants,plant02,diag,27,mm,98205,277.585156,277.585000,950.574,ok,1406.0,69.84708392603129
industrial-plants,plant02,diag,27,bia,3269,277.585156,277.585000,8.829,ok,1406.0,2.3250355618776672
industrial-plants,plant02,diag,27,bae,10203,277.585156,277.585000,32.817,ok,1406.0,7.256756756756757
industrial-plants,plant02,diag,27,nbs,50448,277.585156,277.585000,115.639,ok,1406.0,35.880512091038405
industrial-plants,plant02,diag,27,gbfs,460,294.861362,277.585000,2.388,subopt,1406.0,0.32716927453769556
industrial-plants,plant02,diag,28,astar,1638,160.160400,160.160000,4.148,ok,13.0,126.0
industrial-plants,plant02,diag,28,rastar,74695,160.160400,160.160000,194.777,ok,13.0,5745.7692307692305
