tag,instance,alg,expanded,generated,cost,optimal,time_ms,status
plant01|w030,10,astar,260773,6495973,87.157000,87.157000,713.554,ok
plant01|w030,10,rastar,308702,7740054,87.157000,87.157000,888.949,ok
plant01|w030,10,mm,0,0,0,87.157000,90000.000,timeout
plant01|w030,10,bia,401947,10049151,87.157000,87.157000,3259.551,ok
plant01|w030,10,bae,140928,3508739,87.157000,87.157000,1225.789,ok
plant01|w030,10,nbs,227662,5673702,87.157000,87.157000,1204.739,ok
plant01|w030,11,astar,144866,3627365,65.069610,65.069600,615.457,ok
plant01|w030,11,rastar,211975,5403771,65.069610,65.069600,1206.498,ok
plant01|w030,11,mm,115782,2921188,65.069610,65.069600,89328.757,ok
plant01|w030,11,bia,216809,5468403,65.069610,65.069600,1632.157,ok
plant01|w030,11,bae,73595,1849098,65.069610,65.069600,437.998,ok
plant01|w030,11,nbs,108430,2723508,65.069610,65.069600,419.691,ok
plant01|w030,12,astar,606297,15377447,99.714755,99.714800,3179.596,ok
plant01|w030,12,rastar,582725,14683199,99.714755,99.714800,3116.147,ok
plant01|w030,12,mm,0,0,0,99.714800,90000.000,timeout
plant01|w030,12,bia,881787,22258092,99.714755,99.714800,9081.449,ok
plant01|w030,12,bae,251138,6340685,99.714755,99.714800,2381.275,ok
plant01|w030,12,nbs,403330,10177988,99.714755,99.714800,2352.197,ok
plant01|w030,13,astar,782859,20026178,101.575342,101.575000,4732.245,ok
plant01|w030,13,rastar,544805,13701469,101.575342,101.575000,3072.783,ok
plant01|w030,13,mm,0,0,0,101.575000,90000.000,timeout
plant01|w030,13,bia,808718,20472849,101.575342,101.575000,7101.416,ok
plant01|w030,13,bae,320708,8158648,101.575342,101.575000,3225.489,ok
plant01|w030,13,nbs,444404,11261779,101.575342,101.575000,2499.736,ok
plant01|w030,14,astar,525611,13256828,104.403040,104.403000,3035.258,ok
plant01|w030,14,rastar,683444,17362451,104.403040,104.403000,4083.590,ok
plant01|w030,14,mm,0,0,0,104.403000,90000.000,timeout
plant01|w030,14,bia,815651,20636527,104.403040,104.403000,7810.749,ok
plant01|w030,14,bae,281361,7115327,104.403040,104.403000,2152.949,ok
plant01|w030,14,nbs,426690,10781195,104.403040,104.403000,2068.422,ok
plant01|w030,15,astar,1201366,30447323,126.375009,126.375000,6789.969,ok
plant01|w030,15,rastar,696947,17582626,126.375009,126.375000,3272.128,ok
plant01|w030,15,mm,0,0,0,126.375000,90000.000,timeout
plant01|w030,15,bia,1024166,25930432,126.375009,126.375000,10588.630,ok
plant01|w030,15,bae,455161,11482371,126.375009,126.375000,4635.671,ok
plant01|w030,15,nbs,606726,15303811,126.375009,126.375000,3404.164,ok
