tag,instance,alg,expanded,generated,cost,optimal,time_ms,status,peak_mb
Parker|w040,0,astar,3511915,73836978,571.656894,571.657000,10812.812,ok,403.4
Parker|w040,0,mm,0,0,0,571.657000,300000.000,timeout,565.7
Parker|w040,0,bae,1519345,32209567,571.656894,571.657000,7553.838,ok,229.0
Parker|w040,0,bia,5166457,108020977,571.656894,571.657000,25967.958,ok,536.2
Parker|w040,0,nbs,2216916,46700126,571.656894,571.657000,7141.385,ok,259.8
Parker|w040,1,astar,6162392,128794912,670.628915,670.629000,23730.652,ok,738.5
Parker|w040,1,mm,0,0,0,670.629000,300000.000,timeout,1221.6
Parker|w040,1,bae,4056422,86013362,670.628915,670.629000,23959.799,ok,584.9
Parker|w040,1,bia,8072627,168364604,670.628915,670.629000,39844.091,ok,843.3
Parker|w040,1,nbs,4965104,105145841,670.628915,670.629000,17031.655,ok,519.1
Parker|w040,2,astar,6945947,145110122,749.507521,749.508000,23103.447,ok,793.3
Parker|w040,2,mm,0,0,0,749.508000,300000.000,timeout,792.0
Parker|w040,2,bae,2526331,52705786,749.507521,749.508000,11466.609,ok,356.7
Parker|w040,2,bia,7615523,158773728,749.507521,749.508000,39219.452,ok,805.0
Parker|w040,2,nbs,3424800,71633450,749.507521,749.508000,8693.704,ok,347.8
Parker|w040,3,astar,4040769,84801707,464.206398,464.206000,11081.505,ok,460.4
Parker|w040,3,mm,0,0,0,464.206000,300000.000,timeout,586.6
Parker|w040,3,bae,1722549,35868962,464.206398,464.206000,7397.442,ok,267.7
Parker|w040,3,bia,5289581,110185703,464.206398,464.206000,22115.478,ok,543.1
Parker|w040,3,nbs,2519606,52543175,464.206398,464.206000,6294.645,ok,266.1
Parker|w040,4,astar,7210550,150722477,660.274841,660.275000,21390.819,ok,819.3
Parker|w040,4,mm,0,0,0,660.275000,300000.000,timeout,1080.4
Parker|w040,4,bae,3592309,75252593,660.274841,660.275000,18525.777,ok,533.1
Parker|w040,4,bia,8310616,172942262,660.274841,660.275000,36262.782,ok,863.7
Parker|w040,4,nbs,4549212,95247451,660.274841,660.275000,11693.113,ok,518.0
Parker|w040,5,astar,7284922,152397051,581.707266,581.707000,24426.275,ok,825.9
Parker|w040,5,mm,0,0,0,581.707000,300000.000,timeout,868.4
Parker|w040,5,bae,2569520,54516827,581.707266,581.707000,11934.533,ok,362.3
Parker|w040,5,bia,5979262,125203550,581.707266,581.707000,25120.453,ok,689.5
Parker|w040,5,nbs,3303596,69645101,581.707266,581.707000,7913.228,ok,353.4
Parker|w040,6,astar,6525407,136464304,682.690996,682.691000,16781.422,ok,752.6
Parker|w040,6,mm,0,0,0,682.691000,300000.000,timeout,927.9
Parker|w040,6,bae,3232221,68098540,682.690996,682.691000,16642.485,ok,467.5
Parker|w040,6,bia,7791961,162172345,682.690996,682.691000,33537.960,ok,817.2
Parker|w040,6,nbs,4098846,86051953,682.690996,682.691000,10411.575,ok,409.5
Parker|w040,7,astar,1861788,39293374,400.388654,400.389000,3433.417,ok,217.9
Parker|w040,7,mm,0,0,0,400.389000,300000.000,timeout,371.1
Parker|w040,7,bae,1078308,23247971,400.388654,400.389000,4204.364,ok,181.4
Parker|w040,7,bia,2380988,50015054,400.388654,400.389000,8526.824,ok,274.2
Parker|w040,7,nbs,1523456,32496997,400.388654,400.389000,3968.449,ok,177.7
Parker|w040,8,astar,991241,21125724,315.306903,315.307000,1650.432,ok,117.3
Parker|w040,8,mm,0,0,0,315.307000,300000.000,timeout,259.1
Parker|w040,8,bae,709613,14886953,315.306903,315.307000,2148.925,ok,115.0
Parker|w040,8,bia,1532161,32312272,315.306903,315.307000,3678.768,ok,177.6
Parker|w040,8,nbs,1020016,21389751,315.306903,315.307000,1911.979,ok,109.1
